text,poster,views,comments,length,link,users
 Same Lies Recycled ... Remember When Florida was Going to Be Underwater? ,Alex_Bones,3.6K Views,25 Comments,1:04,https://theworldwatch.com/videos/1619310/same-lies-recycled-remember-when-florida-was-going-to-be-underwater/,"{' ': 'No link available', 'Sinbad1': 'https://theworldwatch.com/members/1323782/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'essence25': 'https://theworldwatch.com/members/909290/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'lordzedd': 'https://theworldwatch.com/members/1320260/', 'Nanker_Phelge': 'https://theworldwatch.com/members/1321011/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'cpartida': 'https://theworldwatch.com/members/1321306/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'Whitemyass': 'https://theworldwatch.com/members/1321446/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Mark_ey': 'https://theworldwatch.com/members/1321844/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/'}"
 22 Year Old Happy Girl got to Record her Final Ride ,sally,63K Views,27 Comments,0:43,https://theworldwatch.com/videos/1619365/22-year-old-happy-girl-got-to-record-her-final-ride/,"{' ': 'No link available', 'ThatWasFunny': 'https://theworldwatch.com/members/1324622/', 'AnoyedPlus': 'https://theworldwatch.com/members/1324607/', 'LouSaneous': 'https://theworldwatch.com/members/1318753/', 'scorpionsrevenge': 'https://theworldwatch.com/members/577935/', 'DrNunyaBeezwax': 'https://theworldwatch.com/members/1318615/', 'PabloPedroJose_29': 'https://theworldwatch.com/members/1319982/', 'POOPGANG': 'https://theworldwatch.com/members/1323913/', 'ZackSD': 'https://theworldwatch.com/members/1323360/', 'TOMERFAIRY': 'https://theworldwatch.com/members/1023000/', 'LionsDen': 'https://theworldwatch.com/members/1322546/', 'FrMucking': 'https://theworldwatch.com/members/1324475/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'Mark_ey': 'https://theworldwatch.com/members/1321844/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/', 'Southcentraltimes': 'https://theworldwatch.com/members/1323445/', 'Salinan': 'https://theworldwatch.com/members/1320115/', 'rakulod': 'https://theworldwatch.com/members/1323916/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 Murder of Man by Knife after taking Sip of Beer. Shocking Murder ,The Seer,5.0K Views,3 Comments,3:18,https://theworldwatch.com/videos/1619426/murder-of-man-by-knife-after-taking-sip-of-beer-shocking-murder/,"{' ': 'No link available', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'venicio': 'https://theworldwatch.com/members/1323404/', 'Bigprez3g': 'https://theworldwatch.com/members/1324202/'}"
 Seizing the opportunities...this is Funny ,The Seer,5.7K Views,9 Comments,0:27,https://theworldwatch.com/videos/1619440/seizing-the-opportunities-this-is-funny/,"{' ': 'No link available', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Cripple': 'https://theworldwatch.com/members/1320263/', 'ubi': 'https://theworldwatch.com/members/701423/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Hungwhitemale4tw': 'https://theworldwatch.com/members/1323643/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 Exercise for Woman's Vag*na Muscles? Someone explain this to me ,The Seer,4.0K Views,8 Comments,0:24,https://theworldwatch.com/videos/1619483/exercise-for-woman-s-vag-na-muscles-someone-explain-this-to-me/,"{' ': 'No link available', 'Mark5210': 'https://theworldwatch.com/members/1323124/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'Phuc_Libtards': 'https://theworldwatch.com/members/1324446/', 'Soft Killing': 'https://theworldwatch.com/members/1321608/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/'}"
 Woman in Russia Jumps to her Death. Explodes on Impact (Watch Aftermath) ,The Seer,7.0K Views,11 Comments,0:58,https://theworldwatch.com/videos/1619486/woman-in-russia-jumps-to-her-death-explodes-on-impact-watch-aftermath/,"{' ': 'No link available', 'Cripple': 'https://theworldwatch.com/members/1320263/', 'VeryFamous123': 'https://theworldwatch.com/members/1320804/', 'UseOnlyInWellVentilatedSpaces': 'https://theworldwatch.com/members/1321435/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'mozzy': 'https://theworldwatch.com/members/1323416/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Happyman71': 'https://theworldwatch.com/members/1323467/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/'}"
 2 Men 1 Stone Instant Surprise Karma…..Watch ,The Seer,4.3K Views,10 Comments,0:29,https://theworldwatch.com/videos/1619521/this-guy-gets-what-he-deserves-with-a-twist-of-surprise-watch/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'learsikcuf': 'https://theworldwatch.com/members/1323919/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Happyman71': 'https://theworldwatch.com/members/1323467/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/', 'essence25': 'https://theworldwatch.com/members/909290/'}"
" Biden Freezes at LA Fundraiser, Obama comes to the Rescue ",The Seer,3.8K Views,15 Comments,0:42,https://theworldwatch.com/videos/1619515/biden-freezes-at-la-fundraiser-obama-comes-to-the-rescue/,"{' ': 'No link available', 'SpunkyNuts': 'https://theworldwatch.com/members/1323795/', 'SilanganinPhilippino': 'https://theworldwatch.com/members/1322990/', 'CheeseyVaginas': 'https://theworldwatch.com/members/1321984/', 'Nutmeg50': 'https://theworldwatch.com/members/151757/', 'ThatWasFunny': 'https://theworldwatch.com/members/1324622/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'essence25': 'https://theworldwatch.com/members/909290/', 'graphicism': 'https://theworldwatch.com/members/1320253/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'flattus1978': 'https://theworldwatch.com/members/1113139/', 'Blindeel': 'https://theworldwatch.com/members/1324151/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'CaptainFUCKFLAPS': 'https://theworldwatch.com/members/802581/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/'}"
" ""Obama never Came to the Hood"" Detroit pastor thanks Trump for Visiting t... ",sally,1.7K Views,4 Comments,0:30,https://theworldwatch.com/videos/1619516/obama-never-came-to-the-hood-detroit-pastor-thanks-trump-for-visiting-the-hood/,"{' ': 'No link available', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'PatrioticAmerican': 'https://theworldwatch.com/members/1324562/', 'Disknave': 'https://theworldwatch.com/members/1324535/', 'Blindeel': 'https://theworldwatch.com/members/1324151/'}"
 Business Owner in Ecuador is Killed going after Thugs with Baseball Bat ,sally,1.9K Views,0 Comments,0:53,https://theworldwatch.com/videos/1619525/business-owner-in-ecuador-is-killed-going-after-thugs-with-baseball-bat/,{' ': 'No link available'}
 The Human Male's Biggest Fear: Psycho Woman Refuses To Leave Your Home After One-... ,Philligan,4.2K Views,12 Comments,17:31,https://theworldwatch.com/videos/1619524/woman-refuses-to-leave-man-s-home-after-one-night-stand/,"{' ': 'No link available', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'rakulod': 'https://theworldwatch.com/members/1323916/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'NoWayInHell': 'https://theworldwatch.com/members/1322638/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'PatrioticAmerican': 'https://theworldwatch.com/members/1324562/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Smores69': 'https://theworldwatch.com/members/1323937/', 'trumprapedawoman': 'https://theworldwatch.com/members/1324643/', 'KillerManJaro': 'https://theworldwatch.com/members/1324629/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/'}"
 Brazil: 3 Teenagers Accused of Killing Woman (Short Video) See News ,The Seer,5.4K Views,4 Comments,0:07,https://theworldwatch.com/videos/1619503/brazil-3-teenagers-accused-of-killing-woman-short-video-see-news/,"{' ': 'No link available', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/'}"
 Carnival Girl can Dance to these Drums ,The Seer,5.0K Views,9 Comments,0:51,https://theworldwatch.com/videos/1619513/carnival-girl-can-dance-to-these-drums/,"{' ': 'No link available', 'MUNCHIE9000': 'https://theworldwatch.com/members/1323150/', 'Motherfocker78': 'https://theworldwatch.com/members/1321367/', 'KillerManJaro': 'https://theworldwatch.com/members/1324629/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/'}"
 Zipline on Vacation goes Way Wrong for One Guy ,sally,5.5K Views,12 Comments,0:21,https://theworldwatch.com/videos/1619497/zipline-on-vacation-goes-way-wrong-for-one-guy/,"{' ': 'No link available', 'MUNCHIE9000': 'https://theworldwatch.com/members/1323150/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'essence25': 'https://theworldwatch.com/members/909290/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'whyohwhy': 'https://theworldwatch.com/members/1324179/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Smores69': 'https://theworldwatch.com/members/1323937/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/'}"
 Amazing...Or Not? ,Philligan,4.7K Views,17 Comments,0:29,https://theworldwatch.com/videos/1619518/amazing-or-not/,"{' ': 'No link available', 'MUNCHIE9000': 'https://theworldwatch.com/members/1323150/', 'Motherfocker78': 'https://theworldwatch.com/members/1321367/', 'Ampsy': 'https://theworldwatch.com/members/1322468/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'Tedstryker73': 'https://theworldwatch.com/members/1324224/', 'essence25': 'https://theworldwatch.com/members/909290/', 'jfk66': 'https://theworldwatch.com/members/1321417/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'KillerManJaro': 'https://theworldwatch.com/members/1324629/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/'}"
 Drunk Man tries to Go from One Building to another using Cables....How did it go? ,sally,5.8K Views,24 Comments,0:46,https://theworldwatch.com/videos/1619500/drunk-man-tries-to-go-from-one-building-to-another-using-cables-how-did-it-go/,"{' ': 'No link available', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'Soft Killing': 'https://theworldwatch.com/members/1321608/', 'essence25': 'https://theworldwatch.com/members/909290/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'Cripple': 'https://theworldwatch.com/members/1320263/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'whyohwhy': 'https://theworldwatch.com/members/1324179/', 'RadioactiveMan': 'https://theworldwatch.com/members/1324627/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'KillerManJaro': 'https://theworldwatch.com/members/1324629/'}"
 Two Brazilian girls fighting in college ,Amine666world,2.5K Views,6 Comments,1:10,https://theworldwatch.com/videos/1619529/two-brazilian-girls-fighting-in-college/,"{' ': 'No link available', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'KillerManJaro': 'https://theworldwatch.com/members/1324629/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/'}"
 SECURITY GUARD BEATS LOUD MOUTH. ,Amine666world,2.6K Views,5 Comments,0:50,https://theworldwatch.com/videos/1619533/security-guard-beat-the-shit-out-of-loud-mouth-asshole/,"{' ': 'No link available', 'Southcentraltimes': 'https://theworldwatch.com/members/1323445/', '미키핀': 'https://theworldwatch.com/members/1322356/', 'Numiah': 'https://theworldwatch.com/members/4655/', 'SpunkyNuts': 'https://theworldwatch.com/members/1323795/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/'}"
 A Different Kind of 'Gas Guzzler' ,Ultraphonics,1.4K Views,4 Comments,0:15,https://theworldwatch.com/videos/1619527/petrol-sniffa/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/'}"
 Thousands of Sharks Descend Near Beaches in Destin Florida.. What's Scaring the Sh... ,Alex_Bones,5.8K Views,20 Comments,0:55,https://theworldwatch.com/videos/1619311/thousands-of-sharks-descend-near-beaches-in-destin-florida-what-s-scaring-the-sharks/,"{' ': 'No link available', 'InsanityDaily.com': 'https://theworldwatch.com/members/1320786/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'jlysty': 'https://theworldwatch.com/members/1320502/', 'Amtifree': 'https://theworldwatch.com/members/1321243/', 'Tedstryker73': 'https://theworldwatch.com/members/1324224/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Essohbe': 'https://theworldwatch.com/members/1323662/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'Disknave': 'https://theworldwatch.com/members/1324535/', 'Pleaseevolve777': 'https://theworldwatch.com/members/1324205/', 'Whitemyass': 'https://theworldwatch.com/members/1321446/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/'}"
